rec_id,stage,public
HP9dWOLcVq,R,True
GWNYMDVzCy,R,True
yJ9Hfi9yNU,R,True
bzULm7AqUM,N2,False
XcxZgc7aZj,N2,False
ZRIgB1Vmkz,N2,False
htzX7EztOi,N2,True
MG3mX7f9PA,N2,False
DUMt7kuiYy,R,False
WakQIhOz9t,R,False
QQmCpqW2aq,R,False
8yvMyxeOyY,R,True
pcM4YPHFBs,R,False
nyIBDC0XU9,R,False
ZFdO3fQ5Gc,W,True
KL4jEG5jLf,N1,True
xKqocZmgUS,N2,True
nFp9o2IIrA,N3,True
MDHcQAZohX,N2,False
KxITXc5VKj,N2,False
0mPlDs1B7X,N2,True
HoPzwrdjCQ,N3,False
JzpN06vcRH,N2,True
HyOeFBmAg4,N2,False
G445IY318S,N2,True
z8ghF8ioSm,N2,True
7IxPY3Yw4P,N2,False
sgE8bqP0ur,N2,False
h0IkwlgNLh,N2,False
X7qJm2yvz2,R,False
y8Oi2Xb5Qa,R,False
UtFQ7Ykh9j,R,False
YcvfaeMhbj,R,False
KrOUKm6PSB,N2,False
I2bJGBTz73,N2,False
Bj2NLqmW42,N3,True
KVUYMGWogd,N3,False
UIz3W3GeX0,N3,False
LjOZJ6PMWF,N3,False
zrd70oiKUH,N3,True
F3MJcAELNc,N2,True
xcmTSisG9d,N2,False
mPkp5hHzSS,N2,True
KGVvSyX0QZ,N2,True
J1B8MomYTW,N2,False
eShFFd2fdI,N2,False
5sBuqXHGYf,N2,False
LaipBpKy3e,N2,False
GgTQNMW7MF,N2,True
XMI3YjFHyH,W,True
JfqPa08z0A,N2,True
kNbzgbysQ1,W,True
sQ9llS9t2j,W,True
fB0C1AUCsk,N2,False
gxKfbxxCBA,N2,False
mIni9Gbsf8,R,False
JbmPZOE3Ev,N2,False
5Qr7vdZU3J,N2,False
cxyTjvtFDA,N2,False
r2ZDMxSCwz,N2,True
yqvQo97LWy,N2,False
RTd1A8Pe8f,R,False
G0A5ZtkdMm,R,False
Nx001qbBql,R,False
TU3D2qSqR3,W,False
UPE7JMCZw5,N2,True
WHZW3cdosl,N3,False
KY1DOnlzsa,N3,False
tDgrGhPAbr,N3,False
ZqsUs1psc9,N3,False
artP4z2EVW,N3,False
cRyZDjFmNl,W,False
BQg4zCDGv3,W,False
arHpL6WDDY,W,False
4Z2pyjJojT,W,True
FjSly2GwoR,W,False
O7Liy4UeY2,W,True
4xuuu25ZEL,W,False
PnXMalIa3a,W,True
sVURbKndo0,W,False
NiqTbgxZoO,W,False
56vwr9F8Ql,N1,False
YxcH2OoRuY,N2,False
Kcjn666GGU,N2,False
7usgw8h2D7,N2,False
JrMdXhLI6w,R,False
4kBPvdkawh,R,True
1IOdD6rkhx,R,False
CxJ124OvTN,N2,True
KhSbmtLaOr,N2,False
gi86JATNWP,N2,True
MwybYb5SNA,N2,False
2MCMbA76nY,N2,False
EBw8PhtF8E,N2,False
WWXXODhMKB,N2,False
mudJrGJ9Ar,W,False
S69b0TJ1pv,N2,False
HS770i3iEt,R,True
LVFLt6pFZg,R,False
DSJucArfSX,R,True
rTBK2mQOZ5,R,True
S0nRGtsAE0,R,False
JKcoOGrYVA,N2,False
3AlUrcP41D,N2,False
kQK7yDJ1D4,N2,False
tcNarweL2F,N2,False
B8cv80wtsE,N3,False
b1YB0DHuk5,W,False
we2CC16uEa,N1,True
4yHOa3TyKO,N1,False
aarI5VhB63,W,False
3mxGpIBOxk,W,False
GoYqyDWzSW,W,True
KnVqCId8cb,W,True
TqOOT3LKKj,R,False
1evJMZ1GrG,R,True
yrCxJRth9G,N2,False
PIx9Emqmum,N2,False
hjwctJy52k,N2,True
CIaDQ9uKbD,W,False
607fZ7i6Jt,N2,False
1kpqoMiQZc,W,False
c1sqzHohLb,N2,False
5LYucQ5QQF,W,False
lkCheQrvC8,N2,True
TyecnmND9Y,N2,False
sK2ygMOJJr,N2,False
yUKoU2z3aH,N2,False
YeCL6bm7HH,N2,True
0fwKMMK787,W,False
Vn11gXuTkb,N2,False
Az8NK3ygcw,N2,False
HWwpBYJPvG,N2,False
lkQoIXdEVi,N2,False
1SbTraGSa0,N2,True
rTO9jx8KY6,N2,False
rZtTUWbe1c,N2,False
77bLiPhOah,N2,False
2yV9JFKucy,N2,False
3vlxg8SC1t,N2,True
O7VVuuCo1k,N2,False
cUs6pzwZHp,N2,True
xeerI73QRt,N2,False
O30g0F3W9d,N2,True
vGU7Tboi29,N2,False
cI1FQFrrou,N2,False
mRF0z7Mi2e,W,False
WnjGX9Lbso,N2,True
9OwBex1TLn,N2,False
telnLbpi5F,N2,True
og3z89upbk,N2,False
qN663QKfH2,N2,False
ASmqnzsyHi,W,True
4fMlCRaCUZ,N2,False
erQVP5QbhI,N3,False
wXLEA6o9fE,N2,False
LdkzMzmLcO,N2,True
EOU90YfkWL,W,False
6SoZDp0mUg,N1,False
SUOxGZDlZw,R,False
BT20du1vDd,R,True
TBkqn9jzvy,R,False
1olLNw0F4R,N2,False
RqYlJezftC,N2,False
QNhiF6hs9z,N2,False
l0uAOfv0PQ,N2,False
kLvf4nfk3c,N2,False
JpPAueNWxg,N2,False
U1UjLaU4MU,N2,False
hqwCg8DKpz,N2,False
1qAjrATeta,N2,False
dCpse4phWG,N2,False
aMVL3GCISn,N2,False
pXLolYx4x0,R,False
IuQRqvGBcC,R,False
eSvkaG8YzU,N2,False
1yO0OrFWWy,N2,True
SYs5AN2Z6V,N2,False
ZZStAJ2k5H,R,True
nNw399XZw8,R,True
5yDmW1074d,R,True
FCCGV0B2rg,R,True
UrFK2bR1b5,R,True
fdFq2laHGN,N2,False
6yuanhZIiR,R,True
u9M3NKxWLV,R,False
eDe4kMjJjg,R,True
9NafLuvUuy,R,False
O4sKVWEHEF,N2,True
gZY5LsXPrk,N2,False
2S5vCqst3U,N2,False
ARaFJHI8CU,N3,False
ujhh5bBcpW,N3,False
fBHJiM0zAV,N3,True
w10xqqjvnV,N3,True
ALQnxNHSNX,N3,False
JXUzdtrEgM,N3,False
POe4NXzyLr,N3,False
aIUyBvpbJT,N3,False
w6Ba99sPcY,N3,False
iXllesTyrX,N2,False
gsPWwq6EYk,R,True
yx3mWpy3k2,R,True
COhlrSCJK0,N2,False
qk3LKd5G4p,N2,False
dOkdCWQ1T1,N2,False
vLMrh2mfvd,N2,False
KmVkFpY1W5,N2,False
naNXnVF2nM,N2,False
1U9UMuE9mt,N2,False
34MrObVNBY,N2,False
WVexfIPajv,W,False
pMZyOfDVNE,W,False
bJG9PaJpOC,W,True
NgC0C9RHMz,N2,True
4F72RVSjQK,N2,False
RrtaDtOE5s,N2,True
KJQaKebgy3,N2,False
TpZsV0Ltjw,N3,False
wKXcRAHrx4,N3,False
bzRB4gYCKA,N3,False
lA1jMihCxD,N3,False
eCjOBbUyax,N3,False
74DcyMQlrZ,N3,False
bFWjhZNgGB,R,False
OLkqcDm9zu,R,True
ENwvvyrAgZ,R,False
Lvh2lRzKj9,N2,True
V3rE2fi1J1,N2,True
lbww0jlMIg,N2,False
k5GqTeHGZ0,R,False
k7fo0hchQU,R,True
VioesWIsIc,R,False
TqzLKtozTY,R,False
sEMwQL5KYi,N2,False
Ub3looqIyI,N2,False
bGeHJsDiFU,N2,False
bEnVjT5jux,N2,True
hSW8IZRsFp,N2,True
bI35oo6Kbx,N2,True
e5a5isFb4x,R,True
yvNNX6qj5x,R,False
e1tVMcaV0i,R,False
Hmxj0hWOqh,N2,True
MQhzPiN9kw,N2,False
MVR05VkRVK,N2,False
0rieYFHbiD,N2,False
95s86tS0S4,N2,False
W1DWtCZ8T7,N2,False
akXVQm7Tp7,N2,False
oDbew007wV,N3,False
QmyQzlVDUB,R,False
QFGizXzR4z,R,False
y7kSVxXMWt,R,True
bWm9a6pdqP,R,False
CDegbyXkvX,R,True
mmjhq9drJV,R,False
NBKPpxoBFY,W,False
Nf1WHJ8Byj,W,False
MGwYWmI8K3,W,False
vodtZaJ99p,N2,False
GR3gwuLc9G,N2,False
pkE9uwBY0q,N3,False
t5ngO437rt,N3,False
5dAaGp0WQt,N3,False
mOBM0PA9Jo,N3,False
6GcjZrgY3d,N3,False
DzXi6JLK6y,N3,True
eQXUgGOvp3,N3,False
AfWsyHVsbR,N3,False
SUI0LegAnu,N2,False
X7zUM8GuSY,W,False
tPDaVwBi3e,W,False
Xok0tYhJQj,N2,False
mTDximldHI,N2,False
kAPBz0CdCZ,N2,False
bgWpvhQsaw,N2,False
NQdJhhUpOi,N3,False
VOENmgZQrp,N3,False
NT0ttCzB1t,N3,True
06kc6zipQX,N3,False
zLepsfWWND,R,False
xAjDPd7BBM,R,False
y2QGUcqq8b,R,False
9IHRv3x86c,R,True
DFP2ij2ZVW,N2,True
r5wcnIomJi,N2,False
SnY4b7bjo3,N2,True
n0RGWGpRYS,N3,True
uBQ9qBocHg,N3,True
errjMeGoxC,N2,True
aHE37GkYwE,W,False
eKU8BB1y4E,W,False
3sBuiHVlmB,N2,False
ExJiqPEC1h,N2,False
CayyFhSC8P,N2,False
GsUoxlJUGx,R,False
PFtxeNcpV8,R,True
9rjGKvxTwv,R,False
eLl7CdbSWg,R,True
rOjWWPz2W9,R,False
5Nt5JCZGvO,R,False
AGUeOlYv1z,W,True
YKgFSj2YUK,N2,False
uLPnNaQWfi,N2,False
uqZHSRmJXC,N2,False
eqb3lHHOiU,N2,False
5svJu3c2sX,N2,False
7GzHJavgQZ,N3,True
MjjwFCrw1H,N3,False
Bn43DVbMsP,N3,False
7TdeujWC5n,N3,False
cXgtOwaUI4,N3,True
52iY5d0STJ,N3,False
4h9FdF1QPP,R,False
MpnDtjxDpg,R,False
4H0AjShdlO,R,False
IfIImFX1LP,N2,False
kJQRT8EiuS,R,True
rkMi1kAfHY,W,False
0hVhM6G0zD,W,False
MGoo5GnK84,W,False
2ZPIwjufIU,W,False
xL70x0LmDx,W,False
iSFKd3RZ9g,W,True
V2efIpvWKS,N3,True
UhMJ6oH5ZO,N3,True
NjDAE3vc2T,N3,False
R6HSvgFsYH,N3,False
lPXJQQRqZh,N2,False
yuY7PvgHZo,N2,True
ENodXdxeKH,N2,True
p1WLypu0FN,N2,True
mXF3OARpvZ,N2,False
JzjddWoQzZ,N2,False
9mKF0HjmAN,N3,False
W7EDOQ5kRY,N3,False
2LfClGBfye,N3,False
Lv0XjwHIIu,N3,False
QdNCiGRSTN,N3,False
wbnhwrcegF,N3,True
0KtZXPN0bu,N2,True
PfHptLPw4r,N2,True
z6d1RjAZQL,N2,True
Na1hU6oPjf,N1,False
Vc5qbnV3EG,N2,False
YYHk8SIMLI,N2,False
oDQQjKC3EN,N2,False
6hhlWXco24,N2,True
ipXBpi1YIQ,R,False
tHsKSv9ZGJ,R,False
ON9D7xBmzp,W,False
rV8jqDYMvU,W,False
ZViJGYDI20,W,False
nB42rkK1D4,W,True
AgGA4muDVI,W,True
bDzT2Nu3Cx,N2,False
FRLSx29KR2,N2,False
8o9jxIrMSH,N2,False
0hMr1vcAGm,N2,False
gYkc40npud,N2,True
2yKpibb9Ez,N2,False
Qw9Jm9qlbN,N2,False
chguPIvIkT,R,False
BUSOKIdjsp,R,False
Z6sNVJX5Jt,R,False
04AXxGizm0,N2,False
yNnDmuRcRS,N2,False
gDRK8wVIiX,N2,True
Djo4XkJPIo,W,True
7X0P0DVVMU,W,False
g2Cj2NPMfJ,W,False
FZX0a3v2M8,W,False
N2CgHfN1sC,W,False
mcwUw8lYPi,N2,True
0UqUcRfy5u,N3,False
dOirBye2rv,N3,False
Xwi6af3zc3,N3,True
PCYwaCxDxs,N3,True
KaDJEC21gs,N3,False
MXpos5MZ8B,N3,False
HRZFP2s7pg,N3,False
v60nDlLd05,N3,False
1OreBr3f4B,N3,False
9Dzd4jMZw0,N3,False
jvozJTW28t,N3,True
MUkQI6hmSs,N3,False
Qbclxbv05f,N3,False
UiDGa5Oqx2,N3,False
tu3fDPhygF,N2,True
acboYQE8zG,N2,False
XmX6UQOk3T,N2,False
Kk8kbKWEVZ,N2,False
IQKf5fk4m6,N2,False
sLXW4k682c,N3,True
Veyqd1nPKg,N1,False
QnWczWbLrc,N1,False
G4AZgcXWiY,N2,True
FQWVa3yKI0,N2,True
LHh5m4TPuj,N2,False
1RTAdMTvmI,N2,False
418hgdtmXu,N3,False
TfQMAbfhbw,N3,False
gHjEOx6ovN,N3,False
RM5FItsTxM,N3,False
xFmgGCC0sG,N3,False
sVx2edFKx7,N3,True
jGLqt08Vnz,N3,False
aJtTF5wNFS,N3,True
LT9fmCQn84,N3,False
bkUOzx1ETi,N3,False
fLn6Uraqwo,R,False
8AuUBInC9u,R,False
zVTeJlUPof,N1,True
dpaK6xtHbD,N2,False
RNo9SIZOAA,N2,False
iN0Hv6ArcI,N2,False
r73T8cHq9a,W,False
6NioGnb24b,W,True
UuPNMQLOGz,W,False
ZeuE8JXUCs,N1,True
JhvBBce1hQ,N2,False
R37G6v3EyC,N2,False
qMwhSCCxM9,N1,False
Nq5Iug87b2,N1,False
S7aiRKO8Sb,N2,True
x2dkfB6UJZ,N2,True
nmq0t7KBes,R,False
PXWC9XRrIj,R,True
CZUVLeDnHy,R,False
lEYNDMDbk1,R,True
jh1em2nWfC,W,False
DouGiQznxF,W,False
PFp2WFtpRm,W,True
feaVKq7Dfc,W,False
iJoe9CZDsF,W,True
uhXROmg8zf,W,False
bWlFUOaVEQ,W,True
6aFAUzZR7l,W,False
2oyF5fuXg5,N1,True
RVoxJwe64L,W,False
CCQhqJUMU2,W,False
5mkX5oV6Z4,N3,False
S4TgH79paf,N3,False
F2WCk7Rp2h,N3,False
27ec9kQOLw,N3,False
aIMk9TpBNE,N3,True
PTluBcZWQo,N3,False
9zPqFmXhuc,N3,True
9G2RlBIMzI,N3,False
g1IRtu944K,N3,False
rzIJWYjh7v,N2,False
IMkMVfXzxj,N2,True
3RO4FW4ysL,N2,False
GAlPNh7zpW,N3,False
sy4iBJ7pcn,N3,True
gn1lGOKfDM,N3,True
5ATyYphu8S,N2,False
TLUegiJIm2,W,True
dpKw9LjAPJ,N2,False
1YTnl9ocpA,N2,False
ogvoSHw5DU,R,True
7Y8bFBY0Qn,N2,False
XKZgiRA3Gm,N2,False
n769QkcdSC,N2,False
XXrHk9S1Gv,N2,False
pUNNeFiT7j,N2,False
35GFOYOPjt,N2,False
DR96qppCYI,N2,False
cclp7w9gy4,N2,False
uX70kBZnTh,R,False
HqIYJZxEAy,R,True
tx2drtZT5X,R,True
nAmM7gHWyM,R,False
QTfEhFw3al,R,False
SDeIGx4KFK,N2,False
mTmZ3tZEta,N2,False
9Y3VmIA2JN,N2,False
8uIJAbxzCk,N2,True
fRLqlwvHmU,N2,False
3uTCQ9GOWd,N2,True
KjnDuEgMLA,N2,True
9WHszJpMNp,R,False
S5wwiN5oLk,R,False
9lUSG7AHOd,R,False
TOTepdjL07,R,False
ViIeUVO4wO,W,False
po9hRd2gNY,W,False
XblGZKFLDf,N2,False
p7sT6iy1AJ,N2,False
ziombA3dZ5,N3,False
yZGZKIPNFY,N3,True
bbDyl3Xydt,N2,False
THJFpeMLdG,N2,True
bNQzJA7O9t,N2,True
5fL8rwI78L,N2,False
W2Jy386ItI,W,False
qjn8fHIFaj,N2,True
VdBLlo8IZW,N2,False
XNWdVQT475,N3,True
z6c4qzG56W,N3,False
T5CSG9VWNH,N3,False
oGvn3EhbF4,N3,True
M6NLcp21uQ,N2,True
YlTLjcinmm,W,False
fIUnOThq8R,W,False
zc4wo74LMB,R,False
JGyV1N9oue,N2,True
GBsLJJ3Y6w,N2,False
XPdxGRaB52,W,False
e8JUnBDn9I,N2,False
iQeKJqMJ1c,N1,False
tl0xauovoM,N2,True
fEvrnmsDdx,N2,False
wkUOndfkVJ,W,True
zqgFL9L8nf,W,False
dznTqNjGag,N2,False
90ueAhUibu,N2,True
uMLCLZlmaW,N2,True
2uXHcFcRU2,N2,False
ncgA3OCz0R,N2,False
flnZ1fSaOq,N2,True
kEFLWa5jh6,N2,True
suIGTdDNYO,N2,False
PT2Za7xFRs,N2,True
FWtpIrJhin,W,True
C2QYmSt2el,N1,False
bsvXsXpBfY,N2,True
EkpAocMcdU,N2,True
nslvyOy0wE,N2,False
8fzYD7kaIr,W,False
vt9AijY2YU,N2,False
kJzWq0gTtV,R,True
eAeQvzK6sH,W,True
5f8bG6OqcH,N2,True
J3ymUmXrDf,N2,True
LCBTwlnbLs,N2,False
FljCb408Wh,W,False
xk2iEIyZ42,W,True
zks7f6X3Xs,W,True
BWyZfxIwuz,W,True
lOAHZSzABU,W,False
Vhty1IYJKP,R,False
iRw5siIRfX,N3,True
GeWfFlFArb,R,True
bjdCQuXL3m,N3,False
EmaoMG4TXU,W,False
soYDryfarS,N3,False
FzfuNI998w,W,True
CuwyzP5FgT,R,False
Ydqgsjx4Jj,W,True
voXG3ZGKSP,R,True
Jq1SslhdS2,W,True
ume9xoiSXD,N3,False
pNwE7H7ubd,N3,False
tUO2oMu80V,N3,True
uTJpGDuZrC,R,False
RutcrMITL4,R,False
A1kaYVfEKt,R,False
CjR9w1XDV7,R,False
Y7JNbtv1dy,R,True
9bv6w93SaC,W,True
gcoeAqeerE,N3,True
1iovqt4WuK,R,False
FyX6jo31xt,R,False
mmrcFVq4R0,R,False
Gkj4av9TWG,W,False
bqnW0VHR9Z,R,False
WtSTBuDmPE,W,False
mkejQA8P6w,W,False
cAXNKRW74j,R,True
EcwCnws5jK,R,True
7ACSLTykwF,N3,False
739Gsi7LPM,N3,False
VKKL9e9dft,N3,True
eN62cJZvp6,N3,False
9gYPzfo9qF,N3,True
8esGBxqVcQ,R,False
fes5rTLTxc,R,False
tHTG18QIQi,R,False
H2Pyi3h6PD,R,True
Aw3L65NqwW,N3,False
viKEiBWYHC,N3,True
GecDiTJivg,N3,False
uLtOiL8w9f,N3,True
CEOhncMejF,W,False
Cw1vmHdFpb,W,True
G3ITVUWkTs,W,False
wM6pJnne0u,R,False
cCmTWvnjKZ,R,True
PbK2CpTvOF,R,False
T6R6QpKLrF,R,True
GidFqnhrz7,N3,False
R6Rzdqk452,N3,False
litjccaerf,N3,False
XJLQX1jgc2,N3,False
OzbtREwMum,N3,True
ZpQeAfJPPP,N3,False
e3AIPvIy86,W,False
Y5eCfvuAU5,W,False
aESy32WMzp,W,False
A9GbAzHDNc,N2,False
ID6U9YcEEw,N2,False
l634aTTRLL,N2,False
p2NauLYF8B,N3,False
VsGxKeYQSW,N3,True
hWCHYeKhMt,N3,True
SABAsDpkjM,N3,False
cETH7Y5Mqi,N3,False
KoIjs3acCC,N3,False
TgHUDexhAw,N3,True
Lt2sDTdMVd,N3,False
nSPSLjrWFw,N3,False
mN97ghf2J0,N3,False
4voiQHD1g6,N3,False
hV73OFEIFq,N3,True
9ROeUkJKVt,W,False
0ZqUw2oV2q,N2,False
F3iUYxvwYr,R,False
9dewQ7uTuC,W,False
CX8Ok3Izqi,N2,True
YPsyGzZ52Q,N2,True
31TgOSaW0v,N2,True
uOyPvClNpV,N2,False
oeWBUiZMe7,N2,True
Zw6Xvn7HFB,N3,False
ZShPKMldoc,N2,True
c78QMv93Gv,N2,True
4sqijAmONI,N2,True
JMID6BwXzb,N2,False
kfbTlm5fdK,N2,False
SQp75YvVWU,N2,False
00teuPHxpc,W,False
L7NnORo5BW,R,False
eukfnhIxqP,R,False
iUxUnwPdYB,R,False
aODzjr9tED,R,False
mTjKoOtAkY,R,False
72CLlRStiE,R,True
w8X6LI54Xc,R,False
306BS7Mkdl,R,True
osz5H6cvL5,N2,False
WJ9QijMW2z,N2,True
yNmRQ9om6v,N3,False
E09X8ow7Ez,N3,False
WLCWwBRUi9,N3,False
piFqPpImrd,N3,False
LCqeIokjfU,N1,False
FblvGHS0bD,W,False
Cvo8XLFYxq,N2,True
XV1wFDF70W,N2,False
AerWnZnP52,N2,True
06gAQTX7Tp,R,True
H3S6zcpoV4,R,True
4WBUrih204,R,False
zkQzdmV2Xr,R,False
AFlLYIF4s0,R,False
Sn1eTOQevm,N2,False
zVITBdzcBb,N2,True
gCUmvQ03y0,N2,False
cJyhtV0VbP,W,False
pzxFQE1H1S,N2,False
RdKcLgyUdA,N2,True
B11KCXOjLL,R,False
JGOVymOMPu,R,False
k4W5NDPUD0,W,False
e6spdyU1z1,N2,False
3HyF8H1tsh,N3,True
El8Fc470ik,N3,False
fn9YUwP7Fp,N3,False
8B2E1CnKnW,N3,True
VFMmyg5j2r,N3,False
0MLxOwpREC,N3,False
kJGi46qU8Q,N3,False
R5a92pAvpQ,N3,False
3r3uB6Qaki,N3,False
zJMLQbQZ7h,N3,False
BcCLmZhCoK,N3,False
qbJHVVKJoO,W,False
8yqFKOzfxQ,N1,True
sd7zPSENps,N1,False
LWB1MqFc9m,N2,False
vJK5yazJOK,N2,False
DP4TLngke8,N1,False
G3u48HPlU1,R,True
06h11NfdeG,W,False
CxzHUZlbng,N1,False
Z5toiAisbU,W,False
lGZ9P7z7l6,W,False
kvy43inOzi,W,False
ONcmwgPrRQ,N1,False
9U0Xk3aErD,W,False
9KAq3an8kf,W,False
cWcBVHISBD,N1,False
fMDOeu20tU,N1,False
G9FottSMTf,N2,False
TExCpc2NVu,N2,False
OvCn9fL0s4,N3,True
FfyIlMGnpJ,N3,False
nzsdHzYXNT,N3,False
z82YalMi5Z,N1,True
wDT3oXNPPT,R,False
q5O0M6xfPZ,N2,False
c8XRrh6QPu,N2,False
mA9D8voWC6,N2,False
q0m7sKCozN,N2,True
mS88Swfitq,N2,False
ldLTzVF8ld,N2,True
f0jkoWnqHV,N2,False
kmkdoPlteW,N3,False
gD2xHNsvww,N3,False
m9eM8c9pmd,N3,False
KWtpGLGujW,R,False
HxHW7OTvKr,R,False
CYESVq5ofS,N2,False
gCGWDJ3xvt,N2,False
ZGLWOh9lkv,N2,False
14MJyP8qpd,N2,False
iTBX4HDXWw,N3,False
i9rOaOjk53,N3,True
Urpe0F0FIS,N3,False
X8B1PQijgs,R,False
J60okBqwV1,R,True
k7qwIg1KGg,N1,False
JCfNhzJMsf,N1,True
P0n7mUksBS,W,False
5557445dkW,W,True
sXIPGp5Gtp,W,False
uOopXXORY3,W,True
pVNG4sA5jS,W,True
WBhK7MjCdC,W,False
RKZt19YaqE,W,False
qApylv5VPG,W,True
PQLLD8rdEP,N3,False
zsE2bIIz5m,N3,False
DZ2q0awunb,N3,True
DkT3Vp0p4t,R,False
9oGu07YaYZ,W,False
L39DTW7cWy,W,False
HNIxmZ8z05,W,True
vIS46Nnah2,W,False
4mVTK8GFc5,W,True
PnMVZV7mjv,W,False
uMIwgpu6do,W,False
HVGr68SUdV,W,False
ecX9kmrZhr,N3,False
63OiQn7qyu,N3,True
XN6TepNgIt,N3,True
BP5ZpjYRJh,R,False
9SoHLtPwUD,R,False
A015MoFwnv,W,False
CxIX01q1zd,N2,False
wVmFGfBlAd,W,False
JXFffzbDfI,W,False
Rk1hVImupB,W,True
lYuoC0G2zM,W,False
I2wF8YZvZJ,W,False
uUKM1cO1AE,W,False
1A3dfSHsPk,W,False
zhezQKbRiV,W,True
I0SxKFobdB,W,False
de63SkIbdc,W,False
vcjxJWujDU,W,False
RPsxsUCn7k,W,False
OfI4NL6QyY,R,False
W01gvk7CFh,W,True
MEhcYdD4TV,W,True
EQca3oiQJu,W,False
zv2wYhDHwz,W,False
SeL7wwFPmZ,W,False
1PnPXONfQZ,W,False
6AcoukLZfa,W,False
Ak3hyEzs1h,N3,False
upINkUK5ni,N3,True
AV5kbdEGdI,N3,False
vtjpD25R8t,N3,True
Kh1FFxASRT,N3,False
R4Xk9PEXfN,W,False
RJCLoMNloS,R,False
N5LbUSYkmI,R,False
xjQXq4U6w2,W,False
fMonXbuxvj,R,False
pSP9ermtiA,W,False
arE7UyGvJc,W,False
rX2FHNjWMT,W,False
gk3jIHjTLU,W,False
SjWPCvAITs,N3,True
ge3bekUiB1,W,False
mJZwmldEOC,R,False
Q1rfL8Uhkt,W,False
VqnWG1CkCW,R,False
urM2Pre9bA,R,True
TkfGAeDlNq,R,False
jJQghBn4s2,R,True
USqHTG76j3,N3,False
8C72ihHqOO,N3,False
MhKBKMvwyT,N3,True
eulhRc0OUr,R,True
ainBr5xwff,R,True
syZgHt5LPU,R,False
S1V3DAohLb,W,False
83WD7FtVn0,R,False
QAtd3oVcuS,N3,False
SkzQ8mgxSa,N3,False
HOzrgSLne9,W,False
Xb9W62PWSF,W,False
rr4i6xetsH,W,False
mQYDJVi4jE,W,False
yg4IUXyxUA,W,True
FRX1tPC8JG,W,False
GIXl2T09qh,W,False
RjG2zNRdPr,W,False
mOpehLGLxn,W,False
ESOfOHKkru,W,False
dX8A1Nsbbv,W,False
UOBTvK6ZYT,R,False
mZzugjnnUs,R,True
IOIgfekB63,R,False
RnRO76K2vu,N3,True
OW2HCaVfog,N3,False
YnHFRNxD3p,R,True
v5DDI5NmT7,R,False
d45rHuGStT,R,False
vYZNNSljlv,W,True
6WBJFe9Bdf,W,True
qRKb0uFaK2,W,True
qc2vQhOUw7,W,False
DmH7YlpTLy,W,True
2HbbGgxmDU,W,False
N9YDH5p6ce,N3,False
RIPM6yKYUl,N2,False
HpdbRTZzFl,N2,True
Yjp1F2iqOi,W,False
vQiNApz7pN,W,True
6X1HCya19E,W,True
gd1rfoyqq3,W,False
Bqb5BF0u2Y,W,False
DtRtQ2AEck,W,True
sE6M8cWnx5,W,False
oyP5NS8LON,R,True
2Omc1iQ3fJ,W,False
yZz5hDPiCi,W,False
4p6kyGNGVa,W,False
KRqZs6GDmM,N3,False
TgWhJsSPyV,N3,False
8q6kcfhRJg,N3,True
40RwSagKVd,R,False
BQysY9s5hU,R,False
FvwjKReMFq,W,False
cWnCtlBynk,W,False
x8S6ACHD39,R,False
uRO9lY9DBe,R,False
TEjZghGvQb,R,False
mUv0pw6c3z,W,False
yzu6RLRsU7,N2,True
t0C4H5ElvV,N3,False
wTO28ona7e,N3,False
tvTRZFiBdD,N3,True
kwAdsjs6yH,N3,False
nvNYzvFXgz,W,False
jcNszFZuUB,N2,False
wrTbjlo5eK,N2,False
ZzUpvQNhGD,W,True
sCbUnbrz73,N2,False
D6f9EpZ0yh,N2,False
bqx0E239Nm,N3,False
a0O8Ibb1iF,N3,True
OrH29bc4q3,R,False
zKb5EJt2wN,R,False
KBWj2NWEO4,R,True
jTScsuPjfz,N2,False
HvOK7anAZk,W,False
n1hhiPMJE4,W,False
3FyfBsJ6Zr,W,True
mSFLM8Jk7x,N1,False
ucRhZa5w8O,W,True
G7cWqfkk4U,N1,False
wvWqtv17AA,R,False
rWM7173WkX,R,False
9x5NGmtx9H,R,False
ouOSZkhMW5,W,True
WVka10TPbJ,N1,False
KpvhrMaATR,R,False
2ZQAzvhkSl,N2,False
zpzmDasWQo,N2,False
Vx3tdalJBy,N3,False
8z3PH4ZGHU,N3,False
QWIlTY4Qz6,N3,True
D33YS2jeR5,R,True
zmD9eibHch,R,False
qK2Ov0vdkr,R,False
dU2R7KRJcq,R,False
h8YwfoMb4U,R,False
fJuik2v3pv,R,True
yoZmt2FnWR,R,False
uLQBPxkscX,N2,True
vk7fwDVduV,N2,True
d3SHFh1RKT,N2,False
OTUU43AjRe,N2,False
z0sxLVn5Ha,N2,True
T8zPxnSo86,N2,True
17W07j47hC,N2,False
nQkCcaJ1aR,N2,False
alIwKea0WR,R,False
X5Y7hbaFgs,R,True
GMHzWoWmbs,N1,False
TvG2CeMU3i,R,False
4EdEwfeRPH,R,False
BoVLAiJEa8,R,False
0yhM4igBUI,R,False
yJVMiDxrUt,R,True
bmCprbsA4E,N3,True
HcF87AYhVe,N3,True
rSEPGQxjy3,N3,False
suZWtpvEOi,N3,False
q0v34VCuLg,R,False
hFLPnsAY7r,R,True
nEDGEfNjyL,R,True
gyWfVVlVvv,N1,False
JIPg42RBG7,R,True
